1       8
499.19      512.95      10
561.69      574.50       5
583.07      593.90       6
672.99      679.42       7
744.79      758.42      10
820.19      828.72       1
843.77      856.37       9
643      10
390.30      400.66       4
466.74      477.80      10
544.82      552.39       3
590.06      603.68       4
662.91      672.98       1
758.82      768.70       6
837.00      842.89       3
878.50      884.10       6
955.78      966.28       5
1058.33      1062.62       4
1084.20      1087.88       5
1106.79      1110.46       4
1116.44      1120.33       5
1144.11      1156.79       7
1207.80      1220.57       4
1237.05      1249.56       3
1282.37      1286.26       8
644       8
385.44      389.15      10
395.73      408.87       5
443.43      447.84       4
544.76      552.22       9
559.39      563.75      10
608.55      623.49       5
689.82      701.84       8
731.93      736.58       7
775.90      788.47       4
841.41      845.60       8
889.37      902.78       9
993.90      997.98      10
1069.75      1074.14       9
1111.94      1118.99       4
1207.69      1211.39       5
1231.10      1245.14       2
1295.57      1309.17       5
1360.43      1373.26       7
645       3
472.43      476.39       8
492.07      495.74       3
592.25      599.58      10
629.77      642.10       6
656.50      661.17       8
676.76      688.70       1
721.47      731.97       2
646       4
413.91      420.52       9
480.63      495.12       3
558.44      571.06       4
591.43      595.47       5
657.20      671.79      10
757.01      768.90       4
815.59      823.05       9
647       8
452.13      463.97       1
478.42      489.61       2
566.50      577.40       1
659.95      668.11       6
767.34      777.52       5
827.29      838.76       7
863.10      873.04       2
899.99      903.72       9
932.73      936.09       2
960.85      965.96       3
1031.85      1036.98       6
1091.70      1096.95       9
1130.73      1135.52      10
1182.28      1197.23       7
648       3
398.52      413.86       9
469.41      473.61      10
484.00      495.52       4
579.55      585.97       6
645.92      651.44       9
664.97      678.41       3
691.41      697.02       6
729.59      735.21       9
765.62      771.38       6
803.37      809.59       7
908.45      923.25       3
985.55      990.51       2
649       1
373.79      382.68       6
478.94      492.34      10
562.91      567.41       9
591.98      596.42      10
603.57      617.47       7
656.82      661.43       8
689.22      701.16       9
743.25      746.69       2
781.88      787.06       3
832.91      841.25       5
865.72      877.87       7
930.13      940.49       2
650       2
446.62      460.00       5
522.35      535.30       2
595.83      604.17       8
651.01      664.46       9
690.35      694.72      10
651       6
374.13      380.78       7
469.23      473.75       8
548.52      553.25       7
603.38      610.02       6
618.73      625.98       4
634.57      638.81       8
652       3
377.38      392.47       7
429.45      440.94       1
532.53      541.20      10
556.85      568.31       4
577.76      585.09       9
684.16      688.75      10
787.27      800.98       6
831.87      841.51       1
866.16      880.75       3
932.83      946.57       9
956.28      961.12      10
981.46      995.05       5
653       7
365.71      372.03       6
442.76      448.06       9
497.89      510.10       1
555.47      563.89      10
582.48      590.99       1
629.26      637.37      10
710.33      723.04       7
803.60      816.55       3
852.04      855.81       8
876.86      885.86       2
938.88      943.31       3
654       6
467.11      471.13       8
480.10      484.23       3
509.94      514.17       8
592.35      596.38       7
668.68      682.20       3
737.11      749.88       9
821.40      835.52       3
856.66      863.41      10
655       2
383.73      387.46       9
431.86      436.20      10
450.56      464.66       7
553.06      566.11       5
655.03      668.74       2
767.30      776.24       8
861.76      875.66       9
892.62      895.96       2
656       7
393.83      398.36       8
460.40      471.23       1
488.23      500.08       8
575.94      579.81       3
662.29      666.67       8
691.05      704.83       9
753.49      757.74      10
829.18      835.98       3
885.59      889.82       8
975.66      980.07       3
1056.85      1064.43      10
657       3
454.67      469.50       1
534.30      543.11       5
618.68      631.44       2
656.76      661.35       3
703.78      716.98       9
799.65      804.42      10
817.40      829.00       4
882.73      886.40       5
957.18      964.45       1
1055.96      1064.81       5
1159.71      1174.55       9
1207.97      1211.64       2
1260.24      1264.74       3
1334.40      1341.99      10
658       3
394.69      409.17       4
432.13      436.00       8
485.98      490.24       3
498.54      512.59       4
607.07      611.07       5
665.68      675.55       6
774.59      780.95       7
788.95      799.68       2
809.42      813.98       3
873.23      886.30       9
899.73      912.99       7
954.37      966.91       3
659       9
370.26      383.14       1
435.40      446.07       2
495.48      499.30       9
552.04      555.66       2
597.88      608.00       7
661.29      673.84       9
772.57      777.34      10
802.75      817.11       5
893.68      901.79       3
932.47      946.20       9
1041.62      1056.56       3
660       4
476.46      487.34       7
539.30      545.64       6
634.70      645.33       5
673.46      683.72       8
779.67      783.28      10
872.59      879.43       3
889.08      903.12       7
935.04      948.65       3
977.92      983.24       6
1058.33      1062.58       8
1151.66      1162.11       5
1207.14      1221.02       2
1251.77      1256.52       3
1298.46      1313.66       7
1344.59      1356.34       1
661       3
377.96      392.35       1
444.03      451.85      10
550.02      553.35       8
576.29      580.52       3
666.07      679.44       7
706.22      718.38       5
773.53      784.45       6
880.70      887.18       7
662       7
467.39      482.10       9
537.66      541.00       2
628.87      633.48       3
658.57      673.09       7
708.66      719.70       1
766.84      776.22       6
816.11      822.59       7
865.44      870.92       6
957.18      962.09       3
1017.33      1024.12      10
1090.24      1101.19       4
1158.61      1165.33       2
1234.68      1246.19      10
1325.01      1336.40       2
1381.83      1391.17       7
663      10
447.10      454.00       3
491.83      504.42       4
573.84      584.19      10
617.87      629.85       4
682.44      693.95      10
767.98      772.31       9
816.02      829.20       3
866.23      881.68       1
890.46      900.70       8
975.83      984.63       2
1008.45      1013.36       3
1084.31      1089.30       6
1098.90      1104.72       3
1149.58      1164.07       9
1262.36      1265.69       2
1351.98      1366.15       5
664       4
478.53      490.88       7
524.41      538.29       3
600.80      615.52       7
712.00      725.43       9
781.10      786.04       6
873.22      879.68       4
956.89      967.58      10
1006.41      1020.66       5
1042.27      1052.75       6
1107.06      1112.21       3
1142.34      1152.11       5
1208.85      1221.06       8
1254.99      1265.37       5
1276.30      1280.37       4
1287.35      1294.69       9
1381.38      1394.60       8
665       1
477.59      486.48      10
585.91      592.75       3
661.50      667.21       6
741.20      746.86       3
832.49      837.75       6
865.10      877.05       2
924.71      935.57      10
963.33      976.08       7
1047.82      1057.77       1
1088.96      1100.11       7
1184.86      1195.71       1
666       1
459.18      474.66       3
502.49      517.28       7
529.97      542.78       9
578.45      583.91       6
607.69      614.05       7
694.37      708.45      10
807.66      822.45       6
889.55      896.05       4
667       5
437.06      447.61       8
515.38      527.18       9
